id	text	A7hmedHussien
1655	ولد صغير يسال امه قالها ليش ابوي اقرع قالت له يا ولدي هذي علامه الذكاء قال لها الولد اشوف شعرك طويل	yes
1656	في وحده توها متزوجه المهم سمعت صوت بالليل قالت لزوجها روح شوف يمكن حرامي قالها روحي انتي يمكن حراميه	yes
1657	في مجنون حك راسه طلعله المارد وقاله شبيك لبيك المارد بين اديك المجنون ما صدق قاله ابي منك مزرعه كبيره قاله المارد لو عندي مزرعه ماسكنت في كشتك	yes
1658	فيه واحد عطوه سمبوسه فتحها يحسبها هديه	yes
1659	واحد اسمه زعلان تزوج واحده اسمها فرحانه جابوا بنت سموها يا فرحه ما تمت	yes
1660	احول سجل في الجيش حطوه في القصف العشوايي	yes
1661	واحد راح يعبي بنزين قال للعامل صديق هذا حق اليوم	yes
1662	في غبي شارك في برنامج من سيربح المليون ساله قرداحي عن اسمه قال الغبي اطلب راي الجمهور	yes
1663	واحد اتصل بزوجته وقال لها انا ربحت المليون جهزي شنطتك بسرعه فقالت الزوجه احمل معاي ثياب الصيف ولا الشتاء قال لها احملي اللي تبين المهم ما اشوفك في البيت لما ارجع	yes
1664	فيه واحد سال هندي ايش الفايده من كثره اكل الفلفل قاله هذا فيه فيتامين اح	yes
1665	يقولك مره واحد عربجي قاله ابوه ياوليدي تعال اوط رجلي قال العربجي لابوه ان قمت وطيت رقبتك	yes
1666	خنفسه ماسكه ثلاث نملات ليش تقول لهم مين قال لي يالعبده	yes
1667	فيه امريكي انفجرت عنده الزايده اتهم بن لادن	yes
1668	عجوز طاحت من الدرج جو لمها عيالها قالو سلامات يمه قالت وش رايكم بالحركه	yes
1669	وحده تقول لزوجها وهي تصرخ ولدك ضاع قم دوره قال لها بكل برود ولد حلال بيرجع	yes
1670	وحده تقول لزوجها جارنا كل ماطلع باس زوجته ورا ماتسوي مثله قال ظنك توافق	yes
1671	فيه عربجي حاط رجل علي رجل قاله المدرس هذي جلسه قال لا نسخه اصليه	yes
1672	يقولك جحش سال ابوه متي اكبر مثلك واصير حمار	yes
1673	نذل مريض بالسرطان يقول للناس انه مريض بالايدز ليش عشان محد يتزوج حرمته	yes
1674	عربجي تزوج عربجيهه جابوا ولد سموه احلا	yes
1675	فيه وحده خبله احرقت بيت اهلها ليه تبغي تشوف خويها بالدفاع المدني	yes
1676	غبيه تبي تفرح زوجها يوم الدخله قالت له انا حامل	yes
1677	وحده طالعه مع خويها اول مره يوم ركبت وكشفت وجهها قال وع وش ذا قالت معليش حبيبي اهم شيء الاخلاق	yes
1678	خكري سلموه دوريه وجهاز كلمه الضابط وقال له كيف الصوت قال يهبل	yes
1679	سودانيه لابسه قميص احمر قالت لزوجها عصماان ليمابدلعني قالها زوجها ايوه انتي يافحمه يامولعه	yes
1680	هذا واحد نذل مره ارسله ابوه لامريكا وكتب علي ظهره اسامه بن لادن	yes
1681	فيه واحد يحب المدح قاعد يصلي وسمع اثنين يمدحون صلاته قطع صلاته والتفت عليهم وقال تراني صايم بعد	yes
1682	غبي مات ليه نسي يتنفس	yes
1683	فيه واحد عازم اخوياه في السطح ليش اصدقاء سطحيين	yes
1684	فيه سودانين سرقو بنك تعيجزو عند عد الفلوس قالو اي يازول بكره نعرف من الجرايد	yes
1685	فيه حوطي عازم اخوياه في السطح ليش اصدقاء سطحيين	yes
1686	مصافيق راحو يعزون واحد قال للثاني عزيت قال لا عالسمن هع هع هع	yes
1687	حواطي بيسوون شهر تسوق سموه هلا ذي القعده	yes
1688	مطيري يوصي عياله عند الموت بالنذاله يوم جا يتشهد سكروا فمه	yes
1689	فيه خكري طاح في شله مخدرات يوم دري ان السالفه فيها ابر قال مايجي منها تحاميل	yes
1690	فيه حمار ينهق وهو مغمض عينه ليه مغيبها غيب	yes
1691	فيه حمار يتفرج علي سباق الخيل قال اه لو انا مكمل الثانويه	yes
1692	فيه حواطي بغواصه ماتوا ليه عشان فيه سمكه طقت الباب جان يفتحونه	yes
1693	فيه جني دخل بسوداني جان يضيع	yes
1694	فيه واحد وزوجته شاف باسكال قال لزوجته هذي ايش تاكل قالت زق قال كلي زقين وصيري من ربعها	yes
1695	حضريه قالت لبدوي قول ثاني اكسيد الكربون قال اثنين تكرفسوا بكرتون	yes
1696	واحد اسمه رايع تزوج وحده اسمها روعه جابوا ولد سموه ايباه	yes
1697	بدويه فتحت جواز زوجها لقت المهنه رجل اعمال امسحته و اكتبت رجل منيره	yes
1698	غبي مات ليش نسي يتنفس	yes
1699	فيه واحد عصبي راح للخياط وقال خذ هذا القماش ابيك تفصله لي واضبط لي مقاس الاكمام لا اتوطي في بطنك واضبط لي الطول والا تري باحوسك حوس تفهم ولا ماتفهم انت تراك حمار والا تدري هات القماش	yes
1700	شايب راح امريكا يعالج عند ولده شاف وحده حلوه قال لولده ودي اتزوج هذي قال الولد يبه هذي يهوديه قال الاب لا والله اليهوديه اللي عندي في البيت	yes
1701	قروي قاعد يشتري بيبسي من مكينه بييسي وكل شوي يحط ريال وياخذ علبه بيبسي جاء واحد وراه وقال ياخي يالله خلص ابشتري بيبسي قال القروي مالي دخل دامي افوز بالعب	yes
1702	قروي تزوج مدرسه لغه انجليزيه يوم صحو الصبح قالت صباح الخير يازوجي العزيز قال يلعن ابو الانجليزي	yes
1703	صعيدي يريد يعرف شو صدي الصوت دخل غرفه وقال مين انا رد عليه الصدي وقال انته حمار	yes
1704	محشش مبنشر في شارع سريع جو الشباب تجمعو عليه قالهم المحشش اص ولاكلمه الكفر نايم	yes
1705	محشش علق الثوب طاح قال اشوا ما كنت لابسه يقولك جحش سال ابوه متي اكبر مثلك واصير حمار	yes
1706	واحد محشش ماشي عالرصيف مسك له واحد ماشي و ساله لو سمحت وين الرصيف الثاني قام الادمي و اشر له علي الجهه الثانيه من الشارع و قال له هذاك الرصيف الثاني قال المحشش يا خوي دوبي كنت هناك و سالت واحد عن الرصيف الثاني قال لي انه هنا	yes
1707	سكران راجع البيت في الليل فتحت له الباب اخته ضربها كف قالها توك راجعه	yes
1708	فيه واحد اسمه سعد المهم سعد هذا كان عربجي مافيه منكر الا مسويه ملوسن ونصاب وكل صفه شينه فيه وفجيه تاب الولد وراح يحج عاد وهو يرمي بالجمرات ومتحمس بسم الله والله واكبر طلع له الشيطان وقاله هي الله يالدنيا حتي انت ياسعد	yes
1709	محشش فتح الثلاجه شاف صحن جلي يهتز مات من الضحك وقاله لاتخاف بس بشرب مي	yes
1710	يقولك فيه وحده حلمت ان محشش يلحقه وهي تركض والمحشش بساقته فجيه وقفت قالت الحين انت وش عندك من اليوم ونت اتلاحقن قاله مدري انتي الي محلمه ولا انا	yes
1711	البدايل البدويه للمطاعم الامريكيه ا منديز ب ماكدوعنز ج كبسههت د كبداكي	no
1712	هذا محشش يدور بلبيت صدم امه قالتله عمي ماشفتن قاله شايفت بس وين مدري	yes
1713	مدرس سيل طالب قصيمي ماهي احرف التمني قاله ليت	yes
1714	طيار شمري فصلوه ليش كاتب علي قزاز الطياره حايل	yes
1715	فيه حوطي في مسابقه المليون اتصل بصديق وقال له الو ابومحمد معنا ثانيه وش رايك احذف اجابتين او استخدم الجمهور	yes
1716	فيه قطو يلحق قطوه يوم دعستها سياره قال خلي الشرف ينفعك	yes
1717	فيه مطيري قالو له ودك ابوك يموت وتورثه قال لا ودي يصدم ويموت عشان اخذ الديه واورثه	yes
1718	هندي صابته عين راح لمطوع قراء له في شطه	yes
1719	وش اسرع مخلوق بالدنيا بدوي معزوم	yes
1720	في حشاش وهو قاعد يحشش كانت ذبانه فوق راسه تقول ز زز ز المهم قفلت معه ولا عرف يخش جو فيم انه باقي اخر مزه من السجاره مزها وكتمها في صدره ومسك الذبانه ونفخ الدخان في يده وبعدين ترك الذبانه فراحت وطاحت علي الطاوله مروقه مرره فراح المحشش عندها وجلس يقول زز ز	yes
1721	مره واحد مدمن تاب رمي كل المخدرات في بركه شوي طلعت سمكه من البركه تقول انا انا انا	yes
1722	تمساح احول تعين في الجيش حطوه في قسم القصف العشوايي	yes
1723	فيه خكري يوم شاف البرشومي قال ياي فاكه متوحشه	yes
1724	فيه قروي سكران ركب سيارته مره بالليل لقي الدركسون والطبلون والدعاسات مسروقه راح بلغ الشرطه بعد شوي كلمهم قال لهم معليش شباب امسحوا البلاغ كنت راكب ورا	yes
1725	فيه نمله لونها ازرق ليش واحد سكر الباب علي اصبعها	yes
1726	سكران دايم يجلس علي الرصيف وكل سياره تمر جنبه تقول طاط يرد ويقول السلام عليكم ومره مر عليه واحد وقال السلام عليكم قال السكران طاط	yes
1727	ليش الخباز يفصخ ساعته عشان الدقيق مايغازل الدقيقه	yes
1728	بدوي يغازل وحده في التلفون يقول انا جورج قرداحي من البدويه تقول تخسي انت جزاع بن مناحي من البجاديه	yes
1729	عجوز في برنامج من سيربح المليون قالت ممكن اتصال بصديق قال جورج قرداحي اتفضلي في وجهي اذا كان احد من اصدقايك علي قيد الحياه	yes
1730	فيه خكري طاح في شله مخدرات يوم دري ان الدعوي فيها ابر قال مايجي منها تحاميل	yes
1731	حوطي ذكي شري له لبن وحصل تاريخه منتهي ايش سوي راح غير التاريخ وشرب اللبن	yes
1732	صعيدي انتحر علشان يفرح عياله	yes
1733	واحد غبي يبغي الهدوء شراء شريط فاضي	yes
1734	خليلي يلعب بقنبله قالوا له انتبه لا تنفجر قال معي غيرها	yes
1735	جيزاني راح يتحدي اليابان في الصناعه رجعوه في كرتون معاه كتلووج وريموت وضمان سنه	yes
1736	سوداني ساعد عجوزه طايحه علي الارض قالت العجوز بيض الله وجهك قال السوداني مافي امل	yes
1737	حوطي رجل اعمال عنده طياره هيلوكبتر ركب معه امه وابوه وهو يتمشي فيهم طاحت الطياره يوم حصلوا الصندوق الاسود سمعو صوت امه تقول ياوليدي صك المروحه متنا برد	yes
1738	فيه حوطي مسمي بنته ياروحي ليش عشان تناديها المدرسه ياروحي سعد الحوطي	yes
1739	صعيديه قتلت زوجها ليله الدخله ولما رجعت البيت سالها ابوها ياوليه جوزك فين قتلته يخرب بيت ابوكي طب ليه اصل الشرف غالي يابوي	yes
1740	بدويه لبسوها عيالها كعب يوم وقفت قالت ياياو نزلوني يالاجواد تكفون	yes
1741	بدوي توه جاي من البر هو وبنته المهم راحوا لم سوق الخضره البنت عندها شويه ثقافه مروا من عند الفاكهه وشافت البنت اليوس فندي قالت يايبه قال يالبيه قالت اب يوسف افندي قال اقطعي واخسي مالت عليك	yes
1742	قرويه راحت لامريكا بالمطار صار موقف ظريف امريكيه معها وليد يصيح جت لمه وقالت ياوخيتي شربيه شربيه قالت الامريكيه شارب فهمت خويتنا غلط وقالت دامه شرب جعله مداخيل العافيه	yes
1743	بدوي راح لمصر زيف عمله وحكموا عليه بالاعدام ويم التنفيد ساله منفذ الحكم عاوز حاقه ابل ما نشنواك المسكين ما يعرف الشنق قال لاوالله انا شبعان ومرتاح قال المنفذ نفز الحكم وقلوبه الايوم بدا يرفس الاوقال واف الحكم دا عاوز حاقه يوم فكوا اللي علي وجهه قال لعن ابوكم علي ابوكم وش ها المزح بغيت اموت	yes
1744	في خكري قاعد ياكل كليجا قال ياي همبرغر قاسي	yes
1745	فبه اربع خكاريه طلعوا البر غرزو حفرو بملاعق	yes
1746	بدوي صدمه امريكي نزل الخواجه وقال سوري اسف قال سوري ولامصري قل ها الحكي لبو بريهه المرور	yes
1747	موظف خرج من عند المدير معصب ويقول اذا المدير ماسحب كلمته انا راح استقيل قال له صديقه ماذا قال المدير رد عليه الموظف بعصبيه قال المدير انت مفصول	yes
1748	في سكران يدور حول الخيمه ليه يدور الجرس	yes
1749	قطو يمشي بسرعه علي الجدار وفجاه نزل ليه خلص الجدار	yes
1750	واحد قروي راح للطبيب وبعد ما كشف عليه قاله لازم تحلل الدم والبول قاله القروي ايه الله يحللهم ويبيحهم	yes
1751	حبتين طماطم واقفين في الشارع وجت سياره بغت تصدمهم قالت وحده للثانيه بغينا نروح كتشب	yes
1752	فيه واحد خطف عجوز وداها حارس المدرسه الثانويه وقال له ممكن تصرفها لي بنات	yes
1753	بخيل دخل الحمام ولم يخرج ليش مكتوب علي باب الحمام من الداخل ادفع	yes
1754	في واحد غبي وقف قلبه نزل يدفه	yes
1755	مره في بستين قطتين جالسين يتكلمون قالت وحده منهم ميو وقالت البسه الثانيه ميو قالت البسه الاولي ميوميو قالت لها البسه الثانيه لا تغيرين الموضوع	yes
1756	في خكري ضربه واحد عربجي جا الخكري ثاني يوم ومجمع معه جماعته كلهم انفجع العربجي وقال الخكري شفت ذولي كلهم مايحبونك	yes
1757	جيزاني سوي رجيم صار محذوف من الرقابه	no
1758	يقولون الحواطي قدموا شكوي للحكومه الله يعز الحكومه يتهمون الناس فيها بظلم الحواطي ونعتهم بالغباء	yes
1759	حوطي رايح للجامعه معه حصي ليش يبي يحذف ترم	yes
1760	قصمان يبون يزورون خمسه ريال كشفتهم موسسه النقد ليه كاتبين خمست اريل	yes
1761	ليش وقفوا رز ابو بنتين وحده من البنات ماتت	yes
1762	فيه شيعي جالدينه اهله ليش لابس سروال سنه	yes
1763	واحد شامي سال واحده شو اسمك قالت له بدور قام قال لها يا حرام لك ما بتدوخي	yes
1764	في ذبابه متحجبه لييه تمثل دعايه بف باف للقناه الاولي	yes
1765	فيه خكري مره ربي دقنه طلعتله ورده	yes
1766	واحد قروي كان يجري علي الطريق السريع ليه كان يريد ان يصوره الرادار	yes
1767	في قروي سرق فواتير راح سددها	yes
1768	في قروي قال يبه ابي مدرس خصوصي قال ابوه انجح واجيب لك بدال الواحد اثنين	yes
1769	في قروين طلعو البر جابوا معهم سكر ليش علشان يحلون الطلعه	yes
1770	فيه قروي علي باله فاهم جو اهل المدن دخل مطعم هو وخويه المهم قال لخويه وش تبي من الاكلات قال خويه ابي سلامتك قال القروي بكتشب ولا بمايونيز	yes
1771	مره واحد قروي اتصل بمرته وسالها كيف الكبريت اللي جبته لك قالت له والله كلهم ما تعمل قال لها كيف وان مجربه عود عود	yes
1772	قروي منفلت ويجري بسرعه ليش طالع من نكته	yes
1773	واحد بلع صابونه ليش يسوي غسيل معده	yes
1774	في حضري زار بدوي قاله البدوي اقدع قال ها ها ها تقصد اقعد	yes
1775	بنشدك عن بنت رجال تسكن الجبال خطيبها راعي وجدها حطاب هايدي الصغيره	yes
1776	عجوزتين يبي يعرسن حطن اعلان في الجريده يقول اعرس علي عجوز والثانيه مجانا	yes
1777	مصريه تسب بدويه قالت لها غوري قالت البدويه انا غوري يا دلت القهوه	yes
1778	يقول لك فيه اثنين راحوا يتصيدون واحد صاد والثاني ضاد	yes
1779	وكالات المكياج اعلنت افلاسها ليش هدايا ماتت	yes
1780	في حرمه رايحه محل رياضه ليش تبي برقع اديداس	yes
1781	في واحد سوداني عازم ربعه علي العشاء ليش عشان يقولوا له بيض الله وجهك	yes
1782	مجموعه من السودان سرقو بنك فجو يعدو الفلوس قالو خلاص بكره تنزل بالجريده كم سرقنا ونتقاسم	yes
1783	حكمه محشش يقول العلم نور والنور كهربا ء والكهرباء خطر فلماذا نتعلم	yes
1784	صايع تدين الف كتاب سماه ارشاد الامه عن ابليس حسبي الله عليه	yes
1785	مره قروي راح البنك ونزع كل ملابسه ليش علي شان مايمسكونه الشرطه ويقولون مسكناك متلبس	yes
1786	في فلاحين افتحولهم شركه سموها الفرسان الثلاثه	yes
1787	حضري يبي يصير شاعر البارحه يوم العرب شدوا رحت وياهم عيل اقعد بروحي	yes
1788	فيه ثلاث قرويين كل واحد معطي ظهره للثاني ليش يشربون قهوه فرنسي	yes
1789	مره فيه اثنين دشو الحلاق واحد خفف والثاني دعم الطوفه	yes
1790	بدوي يبون يعذبونه لبسوه دشداشه ضيجه لول	yes
1791	اكو ابدوي اشتري جهاز كمبيوتر شال الماوس حط مكانها ضب	yes
1792	حضري يدور حوالي الخيمه اسالوه اشفيك قال ادور علي الجرس ابي ادخل	yes
1793	في مره مدرس سال ولد جيب جمله فيها كلمه سكر قال شربت الشاي قال المدرس اين السكر قال في الشاي	yes
1794	فيه اربعه عبيد تهاوشوا طلعت ريحه يواير	yes
1795	في واحد يوم عرسه مو عارف اشلون يبدي الكلام معه عروسته قالها اهلك يدرون انج بتباتين عندنا اليوم	yes
1796	في عازمي سوي فحص نظر ياب علي قال حسافه لو الدكتور مو ماذيني جان يبت اكثر لول	yes
1797	فيه ثلاث دجاجات عملوا جمعيه علشان يشترون ديك	yes
1798	في واحد قروي قالوله الدينار راح ينزل صرف فلوسه كلهم ارباع وانصاص لول	yes
1799	في واحد وهو ماشي ينقط مويه ليه اسمه حنفي	yes
1800	في عجوز قالولها اقري هالرقم قالت شخيطه شخيطه وسروال مقلوب ونقيطه	yes
1801	في خروف صابه الصرع ليش قرب عيد الاضحي	yes
1802	فيه فار مات راحو يعزون ولده قالو اله هاه كيف مات الوالد قال كالعاده بنعال	yes
1803	حلاق محشش كان يحلق دقن واحد يوم وصل عند اذنه قال تبيها رد عليه الزبون باستخفاف لا قام المحشش وقطعها ورماها في الشارع يوم وصل عند الاذن الثانيه قال تبيها قال الزبون طبعا ابيها قام الحشاش قطعها وعطاها اياه	yes
1804	اثنين محششين واحد قال لخويه ياخي عندي ديك خبل ياذن قبل الاذان ب دقايق قاله اسحب لسانه ثلاث مرات ينوزن مع الاذان	yes
1805	اثنين مصريين محششين واحد قال تسدا الدنيا دي ماسي قاله الثاني ليه انتا بتلبس كام	yes
1806	هذا واحد محشش قال لخويه ارسم علي ظهري مربعات ورقمها من الي يوم خلص قال له حك لي المربع	yes
1807	اثنين محششين ماشين في الشارع واحد منهم شاف مرايه وقعد يطالع في وجهه ويحك راسه قال له المحشش الثاني وش فيك قال ياخي الوجه هذا انا شايفه من قبل قام المحشش الثاني اخذ المرايه وقعد يطالع فيها وقال الله يقطع ابليسك هذا وجهي	yes
1808	تمت مسابقه ومنافسه بين واحد فرنسي واخر امريكي وثالث صعيدي مصري علي اساس ان هناك غرفتين في الغرفه الاولي اسد متوحش للغايه وفي الغرفه الثانيه فتاه جميله وكانت شروط المسابقه انه من سيقتل الاسد سينكح الفتاه دخل الفرنسي في غرفه الاسد لكي يقتله فمكث طويلا ففتحوا الباب ليجدوا ان الاسد قطعه دخل الامريكي علي الاسد فحدث له ما حدث للفرنسي دخل الصعيدي علي الاسد وبعد دقيقتين خرج والاسد علي كتفيه يقول ادي الاسد العايزين تنكحوه وين الفتاه العايزين تموتوها	yes
1809	راح المعلم يشرح للتلاميذ فوايد النهوض مبكرا وما يعطيه للجسم من قوه ونشاط وضرب مثلا بالعصافير والدود فالعصفورالذي يخرج مبكرا هو الذي ياكل الدوده وبعد ذلك طلب المعلم من احد التلاميذ المعروفين بكسلهم ان يذكر ما فهمه من الشرح فاجاب التلميذ الدوده التي تخرج باكرا تاكلها العصافير	yes
1810	مره واحد محمل كتاكيت علي عربيه كرو فقابله كشك مرور فساله الظابط ايه الي معاك ده قال له دي كتاكيت يا باشا قله الظابط بتاكلهم ايه قله دره وعلف ياباشا فضربه الظابط واله اكلهم ترته وجاتوه يامغفل قله حاضر يا باشا فقابله مرور ثان فساله الظابط بتاكل الكتاكيت ايه قله ترته وجاتوه ياباشا فضربه الظابط واله اكلهم دره وعلف يامغفل قله حاضر يا باشا فقابله مرور ثالث فساله الظابط بتاكل الكتاكيت ايه اله شوف ياباشا انا بدي لكل واحد مصروفه وكل كتكوت يجيب الي هو عايزه	yes
1811	مره بلدياتنا كانوا ماشيين في الصحراء طلع عليهم اسد راح واحد رمي عليه طوبه وقعد يجري وبعدين بص وراه لقي زميله واقف ومبيجريش فقاله انتي مبتجريش ليه قاله واجري ليه هو انا اللي ضربته	yes
1812	حشاش مسافر وقف عند محطه وقال فيه بيبسي قالوله لا راح وبعد كيلو وقف عند محطه وقال ولا سفن اب	yes
1813	ثلاثه حشاشين بيض اسمر جا الابيض والاسمر ينامون والابيض وصي خويهم الثالث يصحيه عشان الدوام الشاهد وهم نايمين قام الخوي الثالث بصبغ الابيض باللون الاسود ويوم صحي طالع بالمرايه قال الله يلعن هالثور قلتله يصحيني صحي الاسود	yes
1814	حشاش يقلب الثلجه ليه يبي يشوف من وين تخر	yes
1815	واحد حشاش دخل بيته اخر الليل وكل ماصك باب الحمام طفي النور واذا فتحه ولع النور طفش وسواها وراح نام يوم جلس علي الغداء قال لامه وش هاللمبه الخربانه في الحمام قالت امه وجع اثرك انت اللي بولت بالثلاجه	yes
1816	فيه محششين قاعدين قدام مرايه قال واحد منهم قم نسلم عليهم ويوم قامو قال اقعد هذاهم جو	yes
1817	محشش جاه ولد بعد سبع بنات سماه بدري	yes
1818	محشش يطالع بواحد عند دكتور عينه اليمين حمرا قال وش ظنك هذا ليش عين وحده حمرا قا ل يمكن سكران قاله وش معني عين وحده قال كان متكي علي اليمين يامحشش	yes
1819	فيه اثنين محششين يناظرون القمر قام واحد منهم قال لزميله شف القمر وش زينه قال هذا مو قمر هذا شمس قام الثاني قال لا قمر وقاموا تخانقوا صدفه مر واحد مثلهم قالوا له تعال يالاخو قلنا هذا شمس ولا قمر قال معليش انا مو من هذه الديره	yes
1820	حلاق محشش محله قدام كليه الطب قسم الجراحه والتجميل كل زباينه من الكليه يعني سواليفه كلها عن الجراحه والعمليات بعد فتره قلب محله عياده جراحه اول حاله استقبلها بواسير وبعد ماخلص العمليه حط مرايه تحت المريض وقاله وش رايك تمام	yes
1821	واحد معاه ارنب ومحتار فيه مر عليه واحد محشش قاله ويش فيك محتار قال يااخي ما ادري هذا الارنب ذكر والا انثي رد عيه المحشش اطلقه اذا انحاش ذكر واذا انحاشت انثي	yes
1822	محشش وقفوه الدوريات قالوا له ليش ماربطت الحزام قال اصلا ماعلي بنطلون	yes
1823	مدرب يسال لاعب محشش في كم مر تقدر تلف الملعب قال المحشش في زقارتين	yes
1824	محشش تقوموه امه لصلاه الجمعه تقول ياوليدي قم الامام يخطب قال زوجوه تراوه يصلي	yes
1825	حشاش جالس علي الرصيف ومحتار قاله خويه وش فيك قال والله ما ادري انا مواعد واحد الساعه ثنتين و الا ثنتين الساعه وحده	yes
1826	ثلاثه محششين هاربين من الشرطه دخلوا مزرعه و تخبوا في ثلاثه اكياس جاء الشرطي وشاف الاكياس وشات الكيس الاول قام اللي فيه يصيح واق واق يقلد البط تركه الشرطي وراح للكيس الثاني وشاته قام اللي فيه وقال كوكو كوكو يقلد الديك تركه الضابط وراح للثالث وشات الكيس واللي فيه ساكت مايتكلم استغرب الضابط وقام يشوت بقوه مره ثانيه وثالثه ومافي صوت وفي الاخير عصب الشرطي وشاته باقوي ما عنده طلع المحشش يصيح يقطع شكلك بطاطس وش تبيني اقول	yes
1827	في نمله لاصقه في مغناطيس ليه مركبه تقويم اسنان	yes
1828	فيه محشش واقف قدام المكيف يقوله لاتنفخ احسلك	yes
1829	واحد بلع سكينه انجرحه مشاعره	yes
1830	واحد هندي نسي يزيت شعره خبط	yes
1831	يقولك فيه شباب في الرياض ودهم يروحون للبحرين بالسياره ومعهم واحد يتعتع في الكلام المهم من يوم مسكوا خط الشرقيه وهو قاعد يقول ا ا يوم انتصفوا في الخط قال اقول نسيت الجواز عصبوا عليه ومسكوا خط الرجعه للرياض ومن يوم مسكوا خط الرجعه وهو يقول ت ت ت يوم قربوا يوصلون للرياض قال ترا امزح	yes
1832	في حرمه تلحق صرصور ليش علشان قطعلها صلاتها	yes
1833	في عجوز عطست جاها شد عضلي	yes
1834	واحد بدوي له سنوات ما اتروش لما رفعوا الكوفيه الطاقيه من راسه لقوا القمل يصلي الاستسقاء	yes
1835	ليله البارحه العراوي سرقوه دتسني موقفن عند الباب لطشوه شفتهم يومهم للبراحه خذوه وابحوب العراوي بعيرن خذوه يوم هم فحطوبهو تراه دوخوه بعيري دوخوه اي بالله دوخوه	yes
1836	فيه واحد عزوبي المسكين اذا جاء يقول كلمه فيها حرف ل يتعتع يعني اذا جاء يقول ليل يقول ليل المهم الرجال دايم يروح للمطعم ويطلب رز و دجاج لانه يستحي يطلب لحم عشان ما يتعتع وكل يوم علي ها الطريقه جاء يوم وصمم ياكل لحم قام طلع من الشقه وهو يقول ل وركب السياره وهو يقول ل ويدور من عند الاشاره وهو يقول ل ويوقف عند المطعم وهو يقول ل ودخل المطعم ويوم وصل عند الجرسون قال لحم ورز قال الجرسون وش تقول ما سمعتك قال رز ودجاج الله ياخذ عمرك	yes
1837	فيه تيس يسال امه ما وين باء قالت امه باء امباع	yes
1838	محشش يبي يكذب علي زوجته قالها انا كنت ايام الغزو شهيد	yes
1839	لاعب كره قدم اتغسل قبل ما يلعب المباراه ليش علشان يسجل اهداف نظيفه	yes
1840	في بخيل وبخيله جابو ولد حطوه في البنك	yes
1841	جني دخل زول قال بسم الله	yes
1842	السودان نتظمت جدول مباريات للدوري فحطوا اول يوم راحه	yes
1843	زول يبي يصلح اللمبه فوقف علي كتف زوجته وقال لفي يا خديجه	yes
1844	في سوداني زوجته ولدت له ولد ابيض قال رديه لسي ما استوي	yes
1845	فيه عجوز طاحت من عماره ما ماتت ليش صدها محمد الدعيع	yes
1846	واحد يبي يقصر علي المكيف سحب الفيش شوي شوي	yes
1847	غبي اتهموه بالذكاء طلع براءه	yes
1848	اغبياء سمعو عن المخطط الصهيوني قدموا اراضي فيه	yes
1849	غبي ضحك نسي فمه مفتوح	yes
1850	فيه عجوز دخلت الحمام تزحلقت سوت دبل كيك ظموها في المنتخب	yes
1851	واحد ضربته الشمس نادي الجماعه	yes
1852	قطو لاحق قطوه دعستها سياره حكالها بتستاهلي خلي الشرف ينفعك	yes
1853	عجوزه ضايعه في البر جالها ثعلب قالتله تكفي لاتاكلني قال اصلا انا ماكل نواشف	yes
1854	فيه عربجي راح يخطب له وحده قالو له البنت تدرس الحين قال خلا ص انا رايح وراجع بعد ساعه	yes
1855	في واحد قروي راح اليابان يوم نزل هناك بالمطار لقي اثنين يابانيين جالسين قال يهب شبعانين نوم	yes
1856	فيه حوطي دق علي وقالهم كم رقم الشرطه قاله حق الاستعلامات دق تسعات قاله الحوطي طيب انا ماعندي في التيلفون الا تسعه وحده قاله حق الاستعلامات انت حوطي صح قاله كيف عرفت عندك كاشف	yes
1857	واحد ملبس سيارته برقع ليش علشان السياره باسم امه	yes
1858	مره واحد مدمن تاب رمي كل المخدرات في بركه شوي طلعت سمكه من البركه تقول انا انا انا تمساح	yes
1859	فيه مدرس سكران دخل علي الطلاب في الفصل قال وش الماده الي عندكم قالوا حصه خط قال انتبهوا للبعارين	yes
1860	بدوي توه جاي من البر راح دايركت لدله يقص رخصه ساله المسول تعرف تسوق قدام قال ايه بالله ساق خوينا قدام وقاله المسول ارجع ورا قال بداوه هذي ما اعرفها قال اجل امانعطيك رخصه قال خوينا ابك عطني رخصه قدام بس	yes
1861	فيه واحد عربي سافر الي امريكا وعند نزوله من الطياره وجد امريكي حاط يده علي اذنه ويتكلم ساله العربي لماذا حاط يدك علي اذنك وتتكلم فاجاب الامريكي وصلت التقنيهعندنا اني اكلم اهلي عبر الدوره الدمويه في الجسم وبعد شوي اهتز العربي فسال الامريكي اشفيك تهتز قال له جاني فاكس	yes
1862	فيه واحد راح الحج هو وزوجته فهم بالحج راحو يرموا الجمرات ومع شده الزحمه ضاعت زوجته جلس يدورها لما تعب راح للشرطه وبلغ عنها قاله الشرطي لها علامه مميزه قال الزوج كيف علامه مميزه قاله الشرطي هي عرجا او سمينه او طويله او قصير قاله الزوج لا مالها علامه مميزه قاله الشرطي ولا اي علامه قال الزوج الا قال الشرطي ما هي قال الزوج مركبه لولب	yes
1863	الولد يقول لبوه يبا ودي اكمل دراستي برا قال له ابوه زين قول للشغاله تفرش لك في الحوش ولا تنسي تتغطي ترا الجو بارد برا	yes
